分类,关系链编码,主称呼,所有称呼(别名)
分支前缀,"h,xb,d,s,w",叔侄外孙眷,叔侄外孙眷、叔伯外孙眷、叔外孙眷
分支前缀,"h,xb,d,d,h",叔侄外孙姻,叔侄外孙姻、叔伯外孙姻、叔外孙姻
分支前缀,"h,xs,s,s,w",姑甥孙眷,姑甥孙眷、姑孙眷
分支前缀,"h,xs,s,d,h",姑甥孙姻,姑甥孙姻、姑孙姻
分支前缀,"h,xs,d,s,w",姑甥外孙眷,姑甥外孙眷、姑外孙眷
分支前缀,"h,xs,d,d,h",姑甥外孙姻,姑甥外孙姻、姑外孙姻
分支前缀,"w,xb,s,s,w",舅侄孙眷,舅侄孙眷、舅孙眷
分支前缀,"w,xb,s,d,h",舅侄孙姻,舅侄孙姻、舅孙姻
分支前缀,"w,xb,d,s,w",舅侄外孙眷,舅侄外孙眷、舅外孙眷
分支前缀,"w,xb,d,d,h",舅侄外孙姻,舅侄外孙姻、舅外孙姻
分支前缀,"w,xs,s,s,w",姨甥孙眷,姨甥孙眷、姨孙眷
分支前缀,"w,xs,s,d,h",姨甥孙姻,姨甥孙姻、姨孙姻
分支前缀,"w,xs,d,s,w",姨甥外孙眷,姨甥外孙眷、姨外孙眷
分支前缀,"w,xs,d,d,h",姨甥外孙姻,姨甥外孙姻、姨外孙姻
排序字段,"f,xb",几爸爸,几爸爸、几爸、几爹
排序字段,"f,xb,w",几妈妈,几妈妈、几妈、几娘
排序字段,"f,f,xb",几爷爷,几爷爷、几大爷、几嗲、几爷、几公
排序字段,"f,f,xb,w",几奶奶,几奶奶、几大娘、几奶、几婆
排序字段,"m,f,xb",几外公,几外公、几姥爷、几外爷
排序字段,"m,f,xb,w",几外婆,几外婆、几姥姥、几姥奶、几外奶、几姥
广东方言,f,老窦,老窦
广东方言,"f,f",阿爷,阿爷
广东方言,"f,f,f",太公,太公
广东方言,"f,f,m",太婆,太婆
广东方言,"f,m",阿嫲,阿嫲
广东方言,"f,m,f",太外公,太外公
广东方言,"f,m,m",太外婆,太外婆
广东方言,"f,ob",伯伯,伯伯
广东方言,"f,ob,w",伯娘,伯娘
广东方言,"f,lb",阿叔,阿叔
广东方言,"f,lb,w",阿婶,阿婶
广东方言,"0,f,xb,d,s",堂姨甥,堂姨甥
广东方言,"1,f,xb,d,s",堂外甥,堂外甥
广东方言,"0,f,xb,d,d",堂姨甥女,堂姨甥女
广东方言,"1,f,xb,d,d",堂外甥女,堂外甥女
广东方言,"f,os",姑母,姑母
广东方言,"f,ls",姑姐,姑姐
广东方言,"f,xs,h",姑丈,姑丈
广东方言,"0,f,xs,d,s",姑表姨甥,姑表姨甥
广东方言,"1,f,xs,d,s",姑表外甥,姑表外甥
广东方言,"0,f,xs,d,d",姑表姨甥女,姑表姨甥女
广东方言,"1,f,xs,d,d",姑表外甥女,姑表外甥女
广东方言,m,老母,老母
广东方言,"m,f",阿公,阿公
广东方言,"m,f,f",外太公,外太公
广东方言,"m,f,m",外太婆,外太婆
广东方言,"m,m",阿婆,阿婆
广东方言,"m,m,f",外太外公,外太外公
广东方言,"m,m,m",外太外婆,外太外婆
广东方言,"m,ob",舅父,舅父
广东方言,"m,lb",舅仔,舅仔
广东方言,"m,xb,w",舅母,舅母
广东方言,"0,m,xb,d,s",舅表姨甥,舅表姨甥
广东方言,"1,m,xb,d,s",舅表外甥,舅表外甥
广东方言,"0,m,xb,d,d",舅表姨甥女,舅表姨甥女
广东方言,"1,m,xb,d,d",舅表外甥女,舅表外甥女
广东方言,"m,os",姨妈,姨妈
广东方言,"m,ls",姨仔,姨仔
广东方言,"m,xs,h",姨丈,姨丈
广东方言,"0,m,xb,d,s",姨姨甥,姨姨甥
广东方言,"1,m,xb,d,s",姨外甥,姨外甥
广东方言,"0,m,xb,d,d",姨姨甥女,姨姨甥女
广东方言,"1,m,xb,d,d",姨外甥女,姨外甥女
广东方言,ob,大佬,大佬
广东方言,"ob,w",阿嫂,阿嫂
广东方言,lb,细佬,细佬
广东方言,"lb,w",弟妇,弟妇
广东方言,"xb,s",侄,侄
广东方言,"xb,d",侄女,侄女
广东方言,os,家姐,家姐
广东方言,"os,h",姐夫,姐夫
广东方言,ls,阿妹,阿妹
广东方言,"ls,h",妹夫,妹夫
广东方言,"0,xs,s",姨甥,姨甥
广东方言,"1,xs,s",外甥,外甥
广东方言,"0,xs,d",姨甥女,姨甥女
广东方言,"1,xs,d",外甥女,外甥女
广东方言,s,仔,仔
广东方言,"s,w",新妇,新妇
广东方言,"s,s",孙,孙
广东方言,"s,s,w",孙新妇,孙新妇
广东方言,"s,s,s",息仔,息仔
广东方言,"s,s,d",息女,息女
广东方言,"s,d",孙女,孙女
广东方言,"s,d,h",孙女婿,孙女婿
广东方言,"s,d,s",外息仔,外息仔
广东方言,"s,d,d",外息女,外息女
广东方言,d,女,女
广东方言,"d,s",外孙,外孙
广东方言,"d,s,w",外孙新妇,外孙新妇
广东方言,"d,s,s",外息仔,外息仔
广东方言,"d,s,d",外息女,外息女
广东方言,"d,d",外孙女,外孙女
广东方言,"d,d,h",外孙女婿,外孙女婿
广东方言,"d,d,s",外息仔,外息仔
广东方言,"d,d,d",外息女,外息女
北方方言,"m,m",姥姥,姥姥
北方方言,"m,m,xs",姨姥姥,姨姥姥
北方方言,"m,m,xs,h",姨姥爷,姨姥爷
北方方言,"m,m,xb",舅姥爷,舅姥爷
北方方言,"m,m,xb,w",舅姥姥,舅姥姥
北方方言,"m,f",姥爷,姥爷
北方方言,"m,f,xs",姑姥姥,姑姥姥
北方方言,"m,f,xs,h",姑姥爷,姑姥爷
北方方言,"m,f,ob",大姥爷,大姥爷
北方方言,"m,f,ob,w",大姥姥,大姥姥
北方方言,"m,f,lb",小姥爷,小姥爷
北方方言,"m,f,lb,w",小姥姥,小姥姥
北方方言,"f,ob",大爷,大爷
北方方言,"f,ob,w",大娘,大娘
